102	683	That being said, it's all about performance in the RDX, and a fun factor that you will not find in any other smaller SUV	4
102	684	The RDX is the best driving small SUV out, it's faster, handles better, and has fantastic steering - new editions like the Q5 will give it a run, but its price keep it from being shopped together.	4
105	704	This car is heavier perhaps that explains why it feels more solid than it's competitors	3
107	714	The interior space is surprisingly big; I mean, I knew everybody talks about the cargo space, but as a passenger you do have lots of room to play with	1
107	715	It has a nice turn to it, it is a smooth drive.	5
114	757	I get back pain, and my passenger gets neck pain from the head restraint	5
119	804	The dealer had aftermarket leather installed on the seats, but gave me a great deal on this car	1
121	816	Overall the outer styling is top notch	2
121	817	The interior is nice but leaves room for improvement	1
121	824	This motor does take a bit to rev up but then the power kicks in	4
121	825	By no means is this car fast from the stop, if you want that get that Raliart model	4
123	833	Other than the lack of a little power over the hemi this truck is light years better than the Dodge in every other way	4
123	837	This makes it just a little uncomfortable however nothing you couldn't get use to	5
125	844	A/C works great and cools down the car within a couple of minutes	4
127	856	This car is so much fun to drive	7
127	859	The ride is comfortable, although my wife prefers the cushier seats in her Lexus	5
132	880	I knew this car would be fun to drive, but I didn't know that I would think it would be the funnest car I think I've ever even been in	7
132	890	Comfort is nice	5
132	891	I sometimes drive 250 plus miles at a time and never think once that my legs or back is getting sore	5
133	896	None compare with the comfort and goodies that come with this one	5
135	909	I really like the reliability of Hondas	6
137	917	Its quite a sight to see the engine temperature gauge go from 190 to 260 within 3 minutes	4
141	943	Not only is driving a manual again after a decade's hiatus great fun, but doing so in this pocket rocket is even more exhilarating	7
141	944	Still under the 600 mile break in period, so I rarely take the rpm above 6000 rpm, yet still, this machine shows tremendous spunk off the starting block	4
143	951	"1 mudguard has a 4"" diameter hole clear through it"	3
145	961	I did have to replace the OEM tires after 4200 miles due to wear, but other then that the car has performed better then I expected	4
145	962	The car is FAST but also drives well on the highway for normal cruising	4
146	972	If you like music, then you'll esp love it	7
149	984	I am as comfortable in this car as I am in my Silverado Pick-up	5
152	1002	The exterior designed is powerful and I love the way it drives! 	2
158	1035	Low-end torque is a little weak, but the turbo makes for a zippy little passer once it is underway	4
160	1045	All that stuff works great, but the seats are not as comfortable as my E350 was	5
160	1047	I do 70% freeway driving and at 65 mph, this motor has limited passing ability	4
161	1056	Great visibility	3
161	1058	Beautiful interior	1
161	1062	Fun to drive	7
163	1078	It gets around town very well, the freeway drive is comfortable	5
163	1079	The audio sounds good, and AC cools well	7
163	1080	The steering wheel is a little touchy, but that could be me who use to own a 96 Mercury	5
168	1114	Excellent build quality overall and no problem whatsoever so far	3
169	1119	We recently took it on a 1200 mile road trip loaded up with 2 adults and young child very comfortable although the door armrests are annoyingly low	5
174	1153	While not as luxurious or powerful as my old Audi, it's hard to believe this car can be had for under 26k	4
177	1174	It clearly is a well-thought out vehicle and very much fun to drive	7
178	1177	Just a sweet looking car that is super fun to drive	7
182	1196	Great car overall, but the clutch pedal is a bit too heavy for regular city stop and go driving	5
184	1211	I love the car, it is quiet, low road noise	5
185	1218	I previously owned a VW beetle which I loved but it was getting too costly to own - so I went w/a Toyota mainly because of the reliability of the company	6
187	1232	And performance is great! I am very pleased with the car...except for 1 thing---the headlights dim just a bit about every 15-20 seconds when the AC is on	4
187	1234	However, this is not a big enough problem to keep me from loving my car!! Honda's reliability is excellent.	6
188	1239	I do wish that I could have a little more power	4
189	1243	The door rubber seals need to improve, if you open the driver door you can see poor wilding Pocket left and right Pumpers (front _ down) which can store dirty wet material, need to add protection screen for the tires to protect the SUV both sides from (splash) 	3
190	1245	I'm glad I did because it performs better than expected	4
190	1246	I priced other trucks in the same class and found this new F- 150 has a far better exterior	2
192	1263	Exterior has great lines with chrome accents and the cocoa metallic finish is beautiful in the sunlight	2
197	1291	Familiar with Toyota quality and reliability	6
197	1292	Car looks awesome! Super White looks fantasic	2
199	1309	Soft ride with lots of pep and no hesitation	5
201	1327	Beverages in the chill zone, snacks under the floor and movies playing on the DVD	7
203	1340	It's zippy and I am very comfortable on highways	5
204	1346	If you select a black one, only use microfiber cloths on the exterior and say good-bye to automatic car washers	2
209	1382	It is much sleeker in design although it is still Rather bland	2
209	1384	The seats are comfortable but not quite up to my 2002	5
210	1392	Comfy seats	5
210	1396	Even outperforms the 170hp v6 in my '98 626LX despite being much larger car	4
215	1431	It is noticeable, causes nausea	5
218	1451	A lot of thought went into this design!	2
220	1461	Exterior styling is edgy without being too trendy and should hold up well over the years	2
220	1462	Interior styling is simple and elegant, and mostly very high quality (but what's up with the thin vinyl on the armrest and the Buick velour on the door panels??)	1
224	1478	I needed a rear seat for my child (unless I could leave the wife home more often)	1
229	1511	I am impressed by the engine and DSG transmission	4
229	1513	However,at very low speeds there is too much engine braking due to no fluid coupling so some small amount of lurching is sensed	4
229	1514	The interior is very attractive and seems well made	1
229	1515	The only complaint thus far is the front seats which are too hard	5
230	1518	Kids love the Rear Seat Entertainment, iPod connection and awesome sound system	7
232	1529	It allows me to keep my eyes more on the road, by not having to look down as far to see my speed	5
232	1532	It has the typical Honda suspension that you feel the road bumps and hear the road noise	5
232	1533	It is fun to drive	7
233	1536	Vehicle drives smoothly and I receive many compliments	5
233	1538	It has hot heat and cold a/c	3
233	1540	Really love the placement on the digital speedometer	1
235	1552	I now have 3000 miles on the odometer and the car has performed flawlessly	4
236	1559	It provides a very smooth ride with all of the practical needs	5
236	1561	It is extremely quiet	5
246	1626	Someone told me I'd just bought a $32,000 iPod accessory (which may have a grain of truth)	7
248	1643	Not too big, not too small; perfect size for someone who doesn't live in their truck	3
251	1656	I plan on driving it to Arizona all the time from Vegas, it is so comfortable too, GM did a great job with this car	5
255	1676	lots of room for other friends and family	1
259	1701	The 6 speed trans is silky smooth	5
260	1709	The brakes are very touchy	5
261	1715	The Camry has brought daily sanity back to driving what with European Style gas prices	0
261	1716	I have cut almost $400 dollars per month in my monthly fuel bill	0
261	1718	The Camry is comfortable but not too much like a boat	5
263	1730	Moroccan leather interior and sunroof included	1
265	1740	We just picked up the '09 6 GT to replace a leased Ford; all around, it's better/more fun to drive than our '08 Accord	7
267	1753	Honda civic provide a better grip on the road and fun to drive	7
268	1763	It has plenty of power, with excellent cornering and braking	4
269	1768	The quality of the interior materials is far beyond that of some of its competitors, namely the Toyota Corolla	1
270	1774	The kids did not fare well in the back	5
270	1777	My tallest in class kids are not likely to fit in the back for long	5
271	1789	The interior is a bit spartan but very well thought out	1
273	1799	This is my third Honda, and all have been amazingly reliable	6
273	1800	Not all of them have been fun to drive, however	7
273	1801	My new Si takes the fun level off the scale compared to most other Hondas	7
273	1802	Are there faster cars? Yes	4
274	1813	I get a lot of AHHHs from my co-workers when they look at the interior styling	1
274	1814	I bought a bright silver exterior	2
274	1816	Not so with darker colors, in my opinion	2
274	1817	The tail end looks fabulous!! Definite BMW 7 series resemblances	2
274	1818	Very powerful acceleration	4
274	1819	Great control over rainy roads with the SH-AWD	4
275	1823	I find the engine to be quite capable and powerful for both city and highway driving	4
279	1852	While not the most powerful car, it delivers what it needs to in most situations	4
282	1870	Road noise is horrible on certain roads	5
283	1872	I drove the the Camry and Accord when shopping--the Sonata has a much more comfortable ride	5
285	1883	Great ride, very comfortable and quiet	5
285	1888	This engine and tranny is silky smooth and quiet, everyone comments on that who has been in the truck	5
286	1895	It is impossible to take this car on anything more than a half hour drive without feeling your arms are going to fall off!!!	5
287	1899	BMW just not as comfortable	5
287	1900	Seats not as supportive	5
287	1903	Passenger seat grinds/clicks when moved	5
288	1914	Excellent acceleration, braking and handling	4
292	1934	I keep changing colors and haven't yet decided which is my favorite yet	2
294	1942	In addition, it is very comfortable and quite quiet on the highway	5
295	1950	It was comfortable on the trip	5
296	1960	Overall just a great truck that can fit four people comfortably on long trips.	5
300	1990	Material could be a touch better in the MDX (the black fiberglass trim looks cheap for example)	3
301	1997	Then I learned that remote start is a problem	6
302	2003	Lease was up on my 2005 Highlander V6 Limited which I enjoyed	7
302	2007	Can't believe the smoothness and quiet cabin which is my #1 priority	5
302	2009	Didn't take any adjusting from driving an SUV to a car which I thought I'd feel	6
303	2014	Pros: Body style is distinctive	2
303	2024	Cons: Front seats shaped weirdly, not the best comfort	5
303	2027	Auto trans shifts in and out of overdrive too often	6
304	2032	My other vehicle is F-150 V-8, but this little 4 banger (4 cyl) really has the power, I can't imagine a V-6 in this thing	4
304	2033	It only has about 870 miles so far but it really goes fast, I have to watch my speed to keep it under 70 mph	4
304	2035	Up hill and down around sharp curves it was great, power was right there better than my F-150 V-8	4
304	2036	Gas mileage is outstanding..	0
304	2038	my average is 28.1 mpg	0
307	2058	Did not need extra stuff like 4wd or navigation or high end radio	4
307	2060	Rides very smooth on highway	5
307	2064	Interior looks sharp	1
308	2068	Beautiful and comfortable interior	1
308	2070	(Can't understand why anyone would want the 8 cly.) I did not order the tech package, but bought a Garmin instead	4
309	2073	Luckily, my 12mpg Infiniti QX56 has been traded and this 2009 Acura TSX is the replacement! I just wish I bought one of these before	4
309	2075	The Acura TSX beats both, in every way, by a mile!	4
313	2092	It has 9,000 miles and has only been back to the dealer to have a sunroof put in and for oil changes	6
313	2094	The fuel economy says 24, but if you don't drive hard, I easily have cleared 27-28 in the city	0
314	2099	Nevertheless, the Forester beats its competitors? handling and demeanor	4
314	2104	AC is more than sufficient for Texan heat	6
314	2106	Positively surprised by fuel consumption (comparable to old Focus)	0
315	2107	I have been pleasantly surprised at the fuel economy and pep	0
315	2109	I was apprehensive about buying a four cyl., but the six speed trans really gives it great performance; it feels very peppy and is really fun to drive	4
318	2124	Back seat seat belt connector very rigid, difficult for kids to buckle w/ booster seat	5
318	2125	Not great maneuverability in parking lots	4
318	2126	Fuel mileage in city is much less than estimated - highway is good.	0
319	2129	The styling of this car is amazing	2
319	2133	If you are looking for a great performing, look at me style vehicle for a great price, this is the car for you	4
320	2143	Interior fit and finish is xlnt	1
320	2144	I'm 6'4'' and have plenty of leg/head room, compared to most Japanese cars	5
320	2145	There's enough bolster in the cloth seats for those curves, but still very comfortable for my daily commute to the city.	5
321	2146	No reservation with the 09 Scion I am delighted with the buy, would of love a 5 speed shift but its my work car and the reason for purchasing the car was for economic reason	4
321	2149	The 2.4 engine make the Scion get and go, economy of the car is really see at the low speeds, the automatic trans could use an additional gear, keeping the RPMs around 1.8k when on the highway and would make the Scion that much more economic for highway use, but with a tight engine I got 315 miles on the first out of town trip	4
321	2150	Please do not misunderstand the Scion is good on gasoline	0
322	2152	The trunk has room for all my golf clubs and the split seat works well for my fishing rods	5
322	2157	The seating position can fit all, I'm 5'11 with long legs and it's really comfortable	5
325	2168	Extremely powerful and handles very well	4
326	2177	I expect the same reliability and longevity	6
328	2189	Gas mileage is good, but the on-board gauge is off	0
328	2191	Still good, but instrument is unreliable	6
329	2197	The gas mileage is not very good	0
330	2207	I have never driven anything so smooth and quiet, you can't even feel the vehicle shift	5
330	2208	It provides excellent sound barriers from the outside	5
330	2209	The seats and ride are so comfortable and the leg room is perfect for the taller population	5
332	2217	Beautiful in camel pearl	2
332	2218	Comfortable leather seats	5
332	2222	Comfortable ride	5
332	2225	Happy, happy, joy, joy.	7
333	2227	You have to be really delicate to avoid the car spinning like crazy when you start	6
333	2229	So at the end it dissapoints because the engine is great and the DSG gearbox is amazingly smooth but the car is not sitting on the road as it should and can become dangerous because of the big torque it has for its size.	6
338	2253	Checked out the Mazda6 with the 4 cylinder and thought it was a nicely appointed car but the power was not what I expected	4
338	2255	Wow what a difference, I was sold as soon as I hit the acceleration	4
340	2261	I've been enjoying the car very much	7
340	2262	"It's fun to come out of stores and have guys standing around the car and saying ""that's a Hyundai?"""	7
341	2274	The turbo is great	4
341	2278	The backseat is way better than the Infiniti (an adult can actually sit upright), but it's still a pain to get in and out	5
342	2280	I went from 15 MPG to 38.6 MPG I drove from the DC area to Johnstown, PA over the weekend	0
342	2281	The trip is about 220 miles one way going up and down mountains and cruising up there at the speed limit +5 on cruise control I got 38.6 MPG	4
343	2288	This crossover is so quiet, it is riding in your living room	5
344	2292	It is tremendously smooth and it has a ton of power	4
344	2293	It certainly ranks up there with all the other luxury SUVs out there without being priced as high	5
344	2294	The interior is roomy and comfy while the exterior is just flat out hot	1
344	2296	Push button start is nice but I don't like the fact that I can't listen to my music after it is off	7
344	2297	The traditional turn key allowed me listen to my music even with the car off as I can turn the key about three forth of the way	7
344	2298	Also wished the aux input was not located behind the center console	6
344	2299	Can't comment on the fuel economy as my Murano still needs to break in.	0
345	2300	 Month and 7k miles, I love this car, it is my favorite	0
345	2301	The car is easy to maneuver, great to park	4
345	2302	I like driving it in manual mode, where I can control the shifting and make it smoother	4
345	2303	It is good on auto but I prefer the manual specially since there is no clutch	4
346	2305	This my second Honda Accord and so far I love the car but hate the brakes	6
346	2306	After one day and 75 miles the steering wheel developed a very bad shudder when braking! I called the service manager and he said to drive the car at least 1000 miles before I bring it in? I am now at 950 miles with an appointment for next week	6
346	2307	The steering wheel shudder is still present on moderate and above braking	6
347	2309	Have owned car for 3 months, very stylish outside	2
347	2310	Have LT1 version, interior seats are very nice though a bit uncomfortable especially for your lower back	1
347	2311	No carpet in the back seats, basically a big floor mat latched down	5
347	2312	I get 20.2 MPG	4
347	2313	My biggest problem with the car is the location of the oil filter	6
347	2314	I have changed oil on dozens of vehicles (new and old) but never had to change the filter from the top of the engine	6
347	2315	There is not enough room to place a filter wrench on the filter, it took 3 hrs for 3 men to unloose the initial high torqued filter by hand	5
347	2316	When the filter was loosened it went all over other components located underneath the filter	6
347	2317	Otherwise a great car and roomy.	5
348	2321	Here's why: Fun to drive factor: there's no question that this car will be putting smiles on our faces for years to come	7
348	2322	Our 13 year old son even says it looks cool	2
348	2323	On some back roads in Talledega Forest, this car begged to be driven fast...80+MPH is where this car feels best	4
349	2327	The lift gate is great and at the right height to the ground and the space is more than ample.	5
350	2328	Very nice! Drives great! Definitely turns heads	4
350	2329	My opinion the black is the best looking of them all	2
351	2331	I added sunroof and leather seats	2
351	2333	Comfortable to drive	5
351	2334	Power from the 2.4L 4 cylinder engine is fine for everyday driving and results in the following gas mileage	4
351	2335	24~26mpg around town, 32~38mpg at 55mph, 29~30mpg at 70mph	4
351	2336	"Even though this is a gas sipping green car, I like the agressive styling including 17"" chrome alloy rims"	2
351	2337	I have someone ask about it just about everytime I stop for gas, especially from owners of big SUVs.	6
352	2339	I replaced a Hemi Durango so I was hoping for better fuel milage	0
352	2340	So far this thing rocks	7
352	2341	plenty of power with great manners, and lots of room for a 6'3 guy	4
352	2342	Brakes are a little weak for such a light car	6
353	2344	Ride and comfort are excellent	5
353	2346	The Tech package is outstanding, we love it	4
353	2347	The ride improvement is excellent	5
353	2348	Drove the 4-wheel version, yes it has more HP and is faster but you give up the smooth ride for the firmer sport ride	5
353	2350	The seats are better than Lexus	5
353	2351	The rear leg room is much better than the 06	5
353	2352	I do miss the blue dash lights that was in the 06 TL	2
354	2356	"Moved to the top of a very steep ""second gear up"" hill 2 years ago and wanted AWD"	4
354	2357	Have had the Forester for 2 months and the quality seems to be quite good	4
354	2358	Snow season passed prior to purchase, but have driven my sister's 2007 Forester in the snow and it was a transcendent experience	6
354	2359	Handles well in corners and on highway	6
354	2360	Highway MPG is about 28	0
354	2361	Engine isn't a powerhouse during hill-climbing around town, but no complaint here with such good MPG figures.	4
355	2362	I bought this car 5 months ago to replace an SUV so was not sure about sitting lower to the road	5
355	2364	The drivers seat raises, giving me some of the height I used to enjoy	7
355	2365	This car is just fun to drive! Pick up is great, handles well	7
355	2367	I have not had a chance to try out the AWD yet, but if my current satisfaction is any measure I know I will not be slowed by any snow!	6
356	2369	Vehicle initially worked fine for first month than began to shake violently when going into EV mode	4
356	2372	"First said it has ""learned"" my driving habits so it won't drive in EV the second claims EV does not work when the air conditioning is on (doesn't seem to work with it off) 6,000 miles on it and am ready to unload it"	4
357	2373	I absolutely love my car! This car looks hot(even better with tinted windows)	7
357	2374	I thought that the R/T offered quite a few options for very little money	4
357	2376	engine won't beat anyone off the line, I do get about 24 mpg	4
357	2377	The ride is very smooth and the car is fun to drive	7
357	2378	There is a blind spot to get used to and the chrome around the gear shift can cause a glare, but otherwise I like the chrome look	2
357	2379	I enjoy having Sirius radio and I love having the radio controls on the steering wheel (a feature I thought I'd never use!) The interior is extemely roomy and there is a lot of trunk space.	5
358	2383	The mileage is greatly overrated, at least in my view	3
358	2384	I have not achieved better than 18-19 MPG	0
358	2385	It dos not shift very well and remains in lower gears too long	4
358	2386	The ride quality is equally overstated	4
358	2387	I feel every bump and pothole	5
358	2388	It is a smooth ride only on well maintained roads	5
358	2389	Otherwise the ride is very harsh	5
358	2391	I have noticed rattles and noises even on minor bumps	3
359	2393	Perfect car to travel with because of its cargo arrangement options and seating space	5
359	2394	The comfort of the passenger seat was of utmost importance to us	5
359	2395	The seat is broad enough, has enough leg room, and recline capabilities so the passenger has positional options during a trip	5
359	2396	However it has one defeat-if books or grocery bags are placed on the front passenger seat the seat belt signal sounds	1
359	2400	Wish the width of the back cargo space immediately behind the back seat was the same as at door area.	5
360	2401	Outstanding engineering, safety, and quality	4
360	2405	Fun to drive	7
360	2406	Getting 34 mpg at 70 mph	0
361	2408	Its a great little car for the price, I haven't had it very long so I cant say to much but its turning out to be a fun car to drive.	7
362	2411	We also looked at Kia Rondo, but we don't like the look of the car and the fact it doesn't have the sliding door	2
362	2412	We got a base model 5 and installed after market navigation system and DVD	1
362	2413	After market DVD player looks much nicer and takes a lot less space	1
362	2415	And this is the only car my wife actually loves to drive	7
363	2420	Fit and finish are excellent, mileage is amazing (24.5 in the city, 34.5 on the interstate at 80MPH with the air conditioning)	4
363	2422	Most comfortable sedan I have ever owned	6
363	2424	After 3800 miles, I've had no problems whatsoever	6
364	2426	In the last year I've experienced a complete engine failure due to spun rod bearing (as have 100's of others US and abroad), driven with an intermittent CEL for 2 months and been to the dealership 4 different times to have the problem resolved, I have multiple issues with the factory ECU tuning including a severe occasional hesitation, and about a dozen other manufacturer defects and dealer workmanship issues including a damaged intercooler, multiple components installed improperly, multiple components not installed at all (missing bolts, etc), and the vehicle now makes a wide array of abnormal noises	4
364	2427	Was fun to drive when it was running properly, but trust me its not worth the hassle!	7
365	2428	I just bought my Fit yesterday and the whole family just love it! It is spacious and comfortable	7
365	2430	It has a great sounding stereo and the air conditioner will just about freeze you out	1
366	2432	I traded my Mercedes GL450 because we wanted something slightly smaller, but not give up the utility, and luxury-comfort	3
366	2434	It has sporty handling but is still luxurious and quiet	3
366	2435	Gets 20 MPG which is great in my book	0
366	2436	"I'm 6'4"" and 300 lbs and am super comfortable in it, and.."	1
367	2439	I've driven if for about 600 miles so far and I love it more each day	7
367	2440	It has everything I was looking for and more; good safety features, lots of cargo space, fun to drive, my tall friends say the backseat is much more spacious than expected and very comfortable	3
367	2441	I got the vivid blue color and it's awesome	2
367	2442	I also love the black interior but it does show anything left behind of the fabric like lint from clothing	1
367	2443	I would suggest the sports package (sunroof, 17 inch alloy wheels, and heated seats)	1
367	2444	I'm getting on average around 24-25 MPG (mostly city driving).	0
368	2446	This is an Autobahn with 6-speed and shifts like a dream	4
368	2447	For some reason the rear hatch washer leaks on the hatch window when open and leaks when the hatch is closed	3
368	2449	Per tech, installed Tiguan check valve and the thing still leaks washer fluid	3
369	2452	Happy to have the AC and the ABS, no radio though	6
369	2453	I got 400 miles on the 13.2 gallon fuel tank, not too shabby and that is with the AC on and in a lot of stop and go traffic	0
369	2454	Looked at the Yaris but it was more expensive and not as comfortable or quiet and considerably less roomy	5
369	2455	The Honda Fit was also less comfortable and less roomy plus more expensive	5
369	2456	The Versa may not be flashy looking but it covers all the bases and then some	2
370	2457	Even though the car had good reviews, I didn't want to drive it because, well, it's a minivan	3
370	2458	So glad I saw it in person	5
370	2459	"It's so much cuter than a big ol' behemoth ""mini"" van"	2
370	2461	"I'm hauling kids to college in 2 short years and I wanted something small enough to park and maneuver, but with room for ""stuff."" I knew sliders were great for little kids, but it didn't occur to me until I took my mom to church how nice that access is for an elderly person, too"	3
370	2462	My in town mileage has been around 24.5 mpg	0
370	2463	"The ""auto"" climate control is taking some getting used to."	4
372	2468	The prius is incredibly economical and the advanced powertrain engineering is very clear	4
372	2469	"The interior space is exceptionally good, although at 5'11"" it would be nice if the driver seat could be moved and additional inch rearward"	1
372	2471	In town this Prius gets 53 MPG and for day to day commuting it handles well	4
372	2472	It is not a car that I enjoy driving fast, since at the limit of handling it is a little unsettled	5
372	2473	The turn radius is fantastic though, and it understeers predictably through tight fast corners	4
372	2474	The acceleration is similar to a mid 70s American sedan - it won't win any races.	4
373	2480	Styling is so much cooler and Sync and Audio is high tech	1
373	2483	Interior is excellent quality & design	1
373	2484	Middle row leg room is excellent	1
373	2486	I drove the FLEX 1st and was so impressed	7
374	2491	Handling is responsive and the car meets my needs very well	4
375	2495	The 4cyl has great pickup, quiet acceleration, responsive steering, easy stopping	4
375	2496	Ride quality smooth and tight, build quality tops	5
375	2498	While all were good I felt the 6 was the most fun to drive	7
375	2499	Also looks better than the competion.	2
376	2503	The steering is for a weightlifter--very difficult, hard	5
376	2504	The high seats on passenger side& inside trim at rear, make blind spots, you cant see the cars coming on the right side	1
376	2505	You ask--what about mirror? guess what, its so small, you can miss seeing traffic	6
376	2506	Seats are very cheaply made, w/hardly any padding for comfort	5
376	2507	And guess what---no glove box lock, or light to see, figure that	2
376	2508	I was appealed by this car, by its looks, not as a car & don't want anyone to do this stupid action	2
377	2511	BMW 335 gave me the best driving experience in terms of acceleration, handling, brakes, and comfort	7
377	2513	I bought the G37 because I got 6 grand off MSRP and it's roomier inside	1
377	2514	I'm sure it's a lot more reliable than BMW.	6
378	2518	I get about 21 mpg in 90% city driving and about 27 on the hwy	0
378	2519	You'll be hard pressed to find a family sedan with AWD, a moon roof and this level of refinement for the price.	2
379	2522	I fell in love with the redesigned body style of the 2009 model, but that's where the love ends! The biggest complaint I, and many other owners that I have talked to, have with the 2009 Corolla is the Electric Power Steering	7
379	2523	I cannot, for the life of me, keep the car in a straight line when traveling over 50mph	7
379	2524	I think that it is a design flaw that should get looked into	2
379	2525	Other than that rather annoying and potentially unsafe aspect, the build quality is comparable with the 2004 model	1
379	2526	Gas mileage is about 35mpg.	0
380	2528	We were looking at everything from small hatchbacks like the Honda Fit and Toyota Matrix to full-size minivans such as the Odyssey and Sienna, but the Mazda5 seemed like the perfect fit for us: it has plenty of space for a small family (up to 2 kids easily; 3 would be fine until you have to go for a long trip), it's relatively sporty and maneuverable, and it's much more fuel- efficient than minivans	3
380	2529	The kicker -- it's the only thing remotely minivan- like that offers a manual transmission.	2
381	2532	Plenty of room, great road manners, quite and great warranty	5
381	2535	Very very happy with the elantra touring.	7
383	2539	This is a nice small - medium size car	2
383	2540	Has a very strong engine (for its category), a lot of space and it is priced better than the competition.	4
384	2542	This car compares to all except G37S which was fast and fun but rough ride	4
384	2544	The only thing that bothered me on test drives was the cooled seats (back hurt)	1
384	2545	Bought car without cooled seats	1
384	2546	Other then this I love the car - cool look and great ride! Very good price for the features and quality provided	2
385	2550	The ride, very comfortable, very smoothe, and enjoyable	7
385	2551	When you see it in person, it is really strange, it looks so small, like a rock or a toaster with wheels, but CAVERNOUS inside	2
386	2553	Very nicely laid out interior	1
386	2554	very Spacious with easy entry and exit from all seats	1
