高級感たっぷりなので、特に短所や改善点などありませんでした,0
トイレなどの施設を丁寧に使われているのが印象的でした,0
年間の季節に合わせた行事はそれなりだと思います,1
チャペルがあるので一味違う雰囲気の行事を楽しむことができると思います,1
見積もると20万円はかかりますが、場所を加味すればそれなりだと思います,2
ここは、値段で決めるというよりは、ここが気に入って決める方が多いと思います,2
実際に私は食べたことはないですが、栄養面や健康管理に関してはプロが行っていると聞きましたので、もちろん大丈夫だと思います,3
見学してみると分かりますが、皆さん生き生きとされています,4
自分の好きなことを自分の好きな時間に没頭する、こういう生きた方は素敵です,4
緊急時にもきちんとした体制が組めるように職員一同研修を行っているとききましたので、とても安心できます,6
静かな住宅街ですので、過ごす分にはよいと思います,5
最寄りのバス停からは歩いて来れますが、バスが苦手な人だとしんどいかもしれません,5
電話の対応はとてもよかったですよ,7
色々探している旨を伝えると相談にものってくださいました,7
色んなところを見て決めてくださいと言われ安心しました,7

施設内は清潔で日当たりお良く、大きな窓からは綺麗な公園が見えました,0
玄関、廊下には手すりが設置されており、リハビリの為の歩行訓練にも使えそうです,0
玄関横の共有部にスケジュール表が有りました,1
退屈させない程度に催しもがあり、特に地域のボランティアグループの皆さんがお越しに成り、お歌、踊りを披露される様なイベントも有りました,1
結構楽しみにされていました,1
毎月155,000円に別途10,000円位のお金が発生します,2
この施設の見学前に何か所か既にチェックして居り、高いとは感じませんでした,2
費用は全て母親の銀行口座よりの引き落としにします,2
施設からの要望書に母親の今の食事の状況を書きました,3
特に好き嫌いもなく、歳相応の食事であれば問題なしと連絡しています,3
実際にメニューを見ましたが母親の好物も有り、心配していません,3
案内して頂いた担当の方の人柄が良く、この様なスタッフが勤務されているので有れば心強いと感じました,4
入居者の方とも短い時間ですがお話しをさせて頂き、入居して良かったの言葉を頂きました,4
母親は持病を持っている為その点が一番気になりましたが、横浜総合病院が隣接して居り、安心しました,6
緊急連絡体制表も見せて頂き、自分で確認しました,6
横浜市の郊外にあり、公園も近く最高の場所に有ります,5
自分のマンションから車で15分の為、家族で週末に行こうと思っています,5
即入居が可能な状況で有りました,7
日常生活の自由度も十分すぎるくらいあります,7
私がこの施設の報告をしてから直ぐに持病が悪化して、救急病院で亡くなり、私の報告も役に立ちませんでした,7
残念です,7

居室の一部屋一部屋が広く、食事をしたりレクリエーションを行う多目的室は天井も高く開放感があります,0
プロの歌手や演奏者を招いてコンサートなどを行うなどレクリエーションの幅は広いです,1
月にかかる費用は20万円を少し超えます,2
都内なので高いとは思いませんが田舎だともう少し安いです,2
食事は管理栄養士さんが考えて作られているので安心できるし、とても美味しいです,3
入居者さんみんなが活き活きと過ごされていて雰囲気は最高です,4
特に趣味のある方ほど元気なように思います,4
医療関係者の方や介護士さんは、定期的に研修や講演に参加されているためスキルが高いです,6
安心して任せることができます,6
都内ですが住宅地なので静かに過ごせます,5
最寄りのバス停から徒歩圏内なのでアクセスしやすいです,5

高級住宅街である成城にあるだけあってとてもオシャレでゆったりとした空間が流れていました,0
建物の外観はおしゃれなレンガ造りで、ヨーロッパの建物を思わせてくれるような造りでした,0
外観だけでなく建物の中もインテリアにこだわっているのが分かりとても素敵でした,0
清掃もすみずみまで行き届いているのがよく分かります,0
一年を通して季節に応じたイベントが開催されているそうです,1
また、チャペルもあるので日本ではなかなか体験できないような催しが開かれていて、入居されている方はとても楽しんでイベントに参加していると聞きました,1
２４時間体制の看護、医療が整っているようです,6
これなら安心して入居をお任せできます,6
成城だけあって緑が多くでとても静かな環境でした,5
駅からは少し遠いので高齢者の方にとってやや辛いところがあるのかなと思いました,5

有料老人ホームでは珍しく、建物内に小さなチャペルがあります,0
創業者が聖隷福祉事業団の創始者に師事していた事も要素なのかもしれません,0
とても小さなチャペルですが、キリスト教信者の方には嬉しい教会だと思います,0
建物自体も大きな建物では無く、スタッフの目が行き届く規模だと思います,0
お部屋の大きさは２０㎡から４０㎡程度の広さで、一般的な介護付き有料老人ホームと同等の広さです,0
日本ロングライフの社長は現在女性の社長さんで、とてもきめ細かいサービスを重視されているようです,1
ご入居している方々の旅行や、高級レストランなどへ食事に出掛けたりなど、他の老人ホームとは一味違うイベントが行われています,1
成城という場所柄、ロングライフシリーズ、両方を考えても低価格にはならないですね,2
お値段はそれなりのお値段だと思います,2
成城学園前が最寄駅で、祖師谷公園も近く閑静な住宅街にある老人ホームというイメージなので、静かな場所の老人ホームを探している方には良いと思います,5

ヨーロピアン風の建物で一歩ロビーに入ると温もりのある空間が広がり、ソファー、調度品も格調高く、気品があり、異空間の世界が広がっていました,0
　各お部屋には、今すぐにでも生活ができる設備が備え付けられて（トイレ、バス、H・Iキッチン・クロゼット等）ホテルに泊まるような雰囲気でした,0
また要介護、要支援の方が入居されていますので　各階に機械浴の設備もあり安心です,0
全体的に豪華な設備、調度品、ゴージャスな雰囲気の中に洗練されたサービス、おもてなしがあり、また家庭的な雰囲気も感じました,0
季節に応じたイベント、多目的ホールでのミニコンサート等があり地域の子供たちが来て施設内の教会で歌ったり、定期的に牧師さんが来られてミサも行われるようです,1
入居者が主体的に行いたい事をサポートする感じです,1
入居時一時金として５４０万～３４００万が必要で、あと月額費用（家賃、管理費、食費等）が必要になります,2
食事は関連会社（食事提供専門会社）の人が厨房で入居者の健康状態に応じて考えられ、提供されていて、入居者の方が非常に楽しみに、また満足されているようです,3
この施設が提供している（物・心）すべてが最高のクオリティとサービスです,4
スタッフは常に入居者がどの様なサポートをすればより快適な、より満足度の高い生活がエンジョイできるか考えられ、入居者に接しておられるように感じました,4
入居者が２４時間安心・安全に暮らせる介護、看護、医療体制が整っているようです,6
小田急成城学園駅下車、バスで１０分、バス停から徒歩５分位の閑静な住宅街の中にあります,5
近くには、祖師谷公園、グラウンド等もあり緑の多いところです,5
今回、入居者（９２歳独身、妻は先に施設にて他界）のお話を聞く機会がありました,7
その方は、毎日趣味・芸（剣道５段、詩吟９段、囲碁３級、短歌、俳句、民謡、尺八、オペラ、海外旅行等）に充実した毎日を過ごされていました,7
毎日の生活に目標がありそれに向かって努力されているので、生き生きとされていました,7
またスタッフは「心があれば、体が動く」をモットーに如何に陰ながらサポートすれば、日々の生活が自立心を持ちながら暮らせるか考えられて行動されているようです,7

とても豪華、とにかくその一言に尽きます,0
外観は高級ホテルのようでとても優雅な気分にさせてくれました,0
内装も凝っていて、特に食事をする場所が良かったですね,0
テーブルとテーブルの距離もきちんと取られていたので、ゆっくり会話を楽しみながら食事をすることができました,0
まず一言、とっても美味しかったです,3
施設の料理にはあまり期待していなかったのですが、まるでレストランで出てくるような食事に驚きました,3
職員の方にお聞きしたところ、フード専門のグループ会社がある為に、食事にはかなりこだわって美味しい料理を提供しているとのことでした,3
知人に話を聞いたところ、入居者同士よく会話をしたりして仲良くやっているとのことでした,4
人と話すのが苦手という方でも職員が間に入って、他の入居者の方との交流を促進したりもしてくれるらしいので馴染みやすい施設だと感じましたね,4
知人は持病持ちで倒れたこともあるので、こちらのような看護師２４時間体制という施設はとても有難いようです,6
体調に少し変化があった時などにも気軽に相談できるらしく、定期的な医師の往診もあるので現在は健康への不安は一切ないと言っていました,6
場所が成城なので、ホームの周りも静かでとても落ち着ける環境だと思いました,7
ホームの周りに自然が多いこともプラスです,7

ヨーロッパ調の外観とインテリアで特に女性が好きな上品な建物でした,0
ロビーにあるソファはとてもふかふかで、お友達と談笑するにもピッタリの場所です,0
ホームは駅から距離がありますが、バスやタクシーを使うと10分程度なので行きやすい場所にあります,0
ちょうど、閑静な住宅が立ち並んでいる一角にあるので、とても静かなところです,0
お部屋の中も備え付けのアンティーク家具が設置されているので、すぐに入居がてきる店も魅力的でした,0
大きな窓からは日の光が差し込むので、日中はポカポカしていて気持ちがよいです,0
また、お部屋もあかるく過ごしやすいです,0
皆さんでレストランの食事に行かれたり、演奏会を聴いたりできるようです,1
お話を聞いた方は皆さんとてもイキイキしていて、年齢よりもぐっと若く見えました,1
趣味や生きがいを見つけることで毎日が潤いそうです,1

成城の高級住宅街の中にあるとってもおしゃれな区間でした,0
建物は洋館のようなアンティークな建物で、壁はおしゃれなレンガ造りでした,0
中に入るとヨーロッパ調の家具や雑貨が配置されていてまるでホテルのようでした,0
お部屋の中もヨーロッパ調で照明、家具、インテリアまでこだわった造りになっていました,0
掃除も隅々までいきわたっているので衛生面でも安心です,0
ロングライフ成城では、季節のイベント以外にもサークル活動が盛んで、おいしいものを食べる「おいしんぼ倶楽部」や旅行やツアーを楽しむ「たび倶楽部」、コンサートを楽しむ「すみれコンサート」というサークルがあり、皆さんとても元気でいきいきしているのが印象的でした,1
一人だとなかなか出かける機会がないのでこれならセカンドライフも存分に楽しめそうです,1

長閑な土地柄で、落ち着いた空間でした,0
ロビーもとてと綺麗で窓からの景色がとても綺麗でした,0
木々が多く、近くを散歩すると心地良かったです,0
室内もとても綺麗で清潔感のある、明るい空間でした,0
また、周りはも静かなので部屋にいても外の音が全く気になりませんでした,0
通常のイベントに加え、国内や海外に旅行するサークルや、美味しいものを食べるサークルがあり、皆さんがとてもイキイキしているこ様子でした,1
また、定期的にコンサート等のイベントもあるので歌が大好きな祖母は喜んでいました,1
成城学園前からバスと徒歩の距離なので、少々不便ですが、場所はとても良いところです,5
少し歩くと商店街や公園があり、散歩コースにもちょうど良いところです,5

外観もこだわりを感じる造りで、インテリアも好みは分かれるかもしれませんが、ヨーロピアンテイストの輸入家具などが好きな祖母にとっては居心地の良い空間だったようです,0
あの空間なら、自宅で家族と暮らすよりは身だしなみ等にも少し気をつかって、良い刺激のある毎日が送れそうです,0
居室もゆったりと過ごせそうです,0
介護先進国であるオーストラリアで生まれた最先端の介護方法を取り入れているそうで、入居者がアクティビティなどの活動に自由な気持ちで参加して、より楽しく意味のある生活を送れるよう心がけているとのことです,1
過去にはハワイ旅行などのイベントもあったそうです,1
料金の支払い方に２つのプランがあり、月額払いと５年間分家賃前払いとで選べるようです,2
とてもこだわりを感じます,3
栄養士と料理長がいるそうです,3
しっかりとした体制とネットワークが整っているとのことです,6
緑が多い良い環境です,5

近所の保育園の子供たちと交流があります,1
保育園の運動会を何人かの入居者の方が見にこられてました,1
また、クリスマスやその他のときにも、保育園の子供たちが訪れていました,1
ダンスを見せたり、歌を歌ったり、音楽を演奏したりしていました,1
そういうイベントがあることは、とても微笑ましく、好感が持てるなと感じました,1
とても、きれいな住宅地にあります,5
駅からはかなり遠いです,5
最寄りのバス停も、ちょっと分からないので、あまり近くないのではないかと、思います,5
高齢者のかただと、駅からは歩いての移動は大変かもしれません,5
近隣の道路は、交通量はあまり多くないです,5
道もかなり広いです,5
特になし,7

施設は全館バリアフリーになっており、気になる部分にはほぼ手すりが設置されています,0
エントランス、リビングダイニングなどはスペースにかなりゆとりがあります,0
窓が大きく日の光が良く入るよう意識して作られおり、施設の雰囲気は明るいです,0
居室（ツインルーム）に入りましたが同様で、一部の施設にある少し暗い雰囲気は一切なく、掃除も行き届いており、住み心地はよさそうでした,0
毎日行われているレクリエーションと月に4度ほど行われる行事があり、中でも月に一度行われるメインのイベントは四季にちなんだものや、七夕祭り、ひな祭りなど日本古来から続く行事を堪能できる物でした,1
夏終わりに伺ったので納涼祭の話を聞いたのですが、施設を飾り付けし、職員の方は着物を着て、バンドの生演奏に、アメリカンフットボールのダンサーさん達のパフォーマンスを見たそうです,1
積極的な入居者の方は前にでて一緒にパフォーマンスをしていたと笑顔で話してくれました,1
ここへ来てレクリエーションを体験した事で、それまで触れた事のなかった書道が新しい趣味になったそうです,1
手を動かすので機能維持にも適していますね,1
一時金は年齢によって細かく分けられており、相場からいえば少し割高ですが、施設の充実度、多彩なイベント、食事など考えれば妥当な金額だと思います,2
知人は施設に満足しているので、この程度かかるのは仕方がないというニュアンスでしたが、こればかりは何を重視するかだと思います,2
入居者の状態により、大きさ、やわらかさなど調節していただく事が可能です,3
知人も当初は、食事が硬すぎてその後の生活に不安を感じていたのですが、その後相談をし調節して頂いた事で日々の食事を楽しめるようになりました,3
その後も気を使ってわざわざ聞いてくださったりしたそうです,3
こういった一人一人に合わせていただける対応がうれしいですね,3
嫌な顔一つせず相談に乗ってくださるので、遠慮なく相談し、満足行く食事を頂きましょう,3
朝食は洋食、和食、選択可能,3
そして季節に合わせたメニュー等、満足度はかなり高いと思います,3
スタッフの表情はみな明るく生き生きと仕事をなさっています,4
親族と共にスタッフの方にお話を聞いたのですが、一人一人の情報をしっかり把握し、日々の暮らし、最近の体調、問題点,4
一番気になるこれからどうなっていくのかなどの話を丁寧にしてくださりました,4
親族にとっては施設の方としっかりと遠慮なくコミュニケーションを取れる事がもっとも大切な事だと思うので、親身になってくださるスタッフの方がおられると安心度が違うと思います,4
施設の周りは緑で囲まれていて入居者のプライバシー管理にも繋がっているなと感じました,5
施設正門の裏の道路にスクールゾーンの表示があったので、学生さん達の通学路にもなっているようです,5
その為か道路はとても綺麗に舗装されていて、両脇に緑が植えてあります,5
朝の音の大きさが気になる方はチェックした方が良いと思います,5
用賀駅より徒歩で向ったのですが15分ほどは歩く事になるので、北口ターミナルからバスに乗る事をお勧めします,5
近くに砧公園や駒沢オリンピック公園等があり自然環境はとても充実していると思います,5
緑が多く散歩に適していると思いますし、多少距離はありますが、砧公園は綺麗なさくらが咲くので連れて行ってあげると喜ぶと思います,5

その施設は　新しく　清潔で　きれいで　また明るく　すごく環境の良い所に設立されています,0
もちろん段差も無く　手摺や　スロープも各所に設置してあります,0
その施設は　カラオケや　卓球場　そして　ビリヤード場も設備されていて　介護生活も全然　苦にならないで　明るく元気に過ごしています,1
介護生活の費用は　やはり　それなりの額が　かかってきましたが、全然　賄えない額ではないので　無理せず　ローン払いで　ＯＫです,2
その施設の　料理は　本当に　おいしく　メニューも　色々バリエーションがあり　全然　飽きずに　毎日の３食を楽しく食べています,3
その施設のスタッフたちは　本当によく動き　働いていて　しかも皆さん　明るく　はきはきとしていて　見ていて　気持ちいいです,4
その施設の　介護職員の人数も　介護人に対して　約１．５人くらいの人数は　確保出来ていて　夜間も　もちろん常駐しています,6
その施設へのアクセスは　都会にありますので　電車でも　車でも　便が　良く　気軽に　立ち寄れます,5
近くに　コンビニもあります,5
その施設の日常生活での自由度は　かなり良く　夜中でも　外出出来て　お酒や　たばこも　自由に　飲んだり　吸ったり出来ます,7

基本きれいなのですが掃除のタイミングによっては訪問時埃が気になることもありました,0
職員の方々には非常によくしていただいたと思います,0
お風呂の時間が完全に決められていたのは少々不満のようでした,0
入居者が要介護者が多いせいか健康な人が入居すると話し相手があまりいなかったのも残念でした,0
絵、ダンス等いろいろ習い事イベントに参加したものの、やっていることが幼稚過ぎると参加やめてしまったようです,1
季節ごとの行事があるのは嬉しいです,1
花見に車で連れて行ってもらったことは非常に喜んでおりました,1
幸い本人がすべてを賄えたのでよいのですが、現役世代が負担するとなると月給と比較しても少々高額のように思えます,2
ですが、その費用がきちんと身の回りのお世話をしてくれる介護職員の方々に充てられているのであれば相応の費用かと思います,2
毎日和食・洋食と選べるのはよいです,3
が、高齢者には少々量が多いのかなとも感じました,3
たまに一緒に食事したとき意外と残していたのが気になりました（量の多さ）,3
そのときいただいたものはどれも美味しかったです,3
私自身薄味なのでちょうどよかったです,3
訪問すると職員の方々はいつも笑顔で迎えてくれました,4
要介護者の多い施設なせいか施設内は割と静かでした,4
食堂やレクリエーションする場所等は空間もゆったりとしていて気分転換にくつろげるように思えます,4
ただ、やはり健常者が少ないため健康な状態で入居すると少々物足りないかと思います,4
何かあるとすぐ対応していただいたりかかりつけの病院に連れて行っていただいたりとかなりよくしていただいたように思います,6
常に看護師、介護士の方々がいらっしゃるので身内としては安心できます,6
車があれば非常に便利なところだと思います,5
ただ、歩いていける公園が近くに無いのが残念でした,5
歩道と車道の区別のない場所があったりするので一人で散歩するには少々危険な気もしました,5
割と長く入居しておりますが、信頼できる看護師さんや共通の趣味のある介護士さんもいたようで職員の方々とお話しできるのは楽しかったようです,7
ただ、要介護の入居者が増えるにつれ職員のみなさんも忙しい時が多くゆっくり話す時間もなくなってきたのが残念でした,7
入居は数年前でありちょうど空きがあった頃だったのですぐ入居できました,7
訪問時間に関しては昼間にしかいかないので夜遅くまで対応しているかはわかりません,7
エントランスの自動ドアは職員が操作しない限り開かないので防犯面は安心かなと思いました,7

立地が良い,0
食事が良い,0
スタッフの対応が良い,0
室内家具等揃っている,0
現在のところ、悪い点が見つからない,0
欲を言えば、クロゼットの中など室内清掃を充実させてほしい,0
毎日の歌会、体操など日課として体を動かすようにしているところ,1
外出レクは、冬なので現在のところなし,1
有料施設なので月額26万は普通と思う,2
入所金が高いように思う,2
量的には、少なめであるが、味がよく残さず食べている,3
食事スペ−スも広くゆっくり食べることができる,3
訪問すると、スタッフ全員からあいさつをされ、非常に礼儀正しい,4
月１回の医師による問診、毎日の看護師巡回があり、医療サ−ビスが充実していると思われる,6
環境が良いと思う,5
自宅からも近く便利,5

介護施設はいろいろ見てきましたが設備のランクはかなり高いと思います,0
見た目は介護施設というよりは、家賃がそこそこ高そうなマンションのような感じでした,0
一般の宿泊施設と比べても遜色ないレベルだと思います,0
入居者にとっては一番の楽しみになるのがこの施設内イベントだと思います,1
入居者を退屈させないように行事は数多く用意しているようです,1
特に近所にある小学校と連携して子供たちと触れ合う催しが多いそうで、利用者からも好評を博しているそうです,1
平均を上回るレベルの価格帯の、いわゆる高級志向の介護施設に位置付けられると思います,2
その分スタッフのレベルも高水準だし施設自体もとてもキレイです,2
値段の分だけ安心感が買えると思えば妥当なコストでしょう,2
選ぶ側としてはこういった選択肢が豊富なのは良い事だと思います,2
何度か食事の様子を見ましたけどとても美味しそうでした,3
一見すると介護施設の食事というよりはレストランで出てくるメニューみたいに見た目も非常に演出されてる感じでビックリしました,3
専属の料理人は昔は繁盛店で働いていた経験のある人だそうです,3
とても穏やかで過ごしやすい雰囲気です,4
とくに大勢で歓談できる共有スペースが広くて多めなのが入居にとっては嬉しいのはないでしょうか,4
ホテルのロビーのような共有空間が特に印象的でした,4
日当たりも良好で訪問者と歓談するのにも最適な場所だと思います,4
充分水準は満たしていると思います,6
24時間看護で夜間は極端にスタッフが少ないという事も無いようです,6
リハビリが充実して、認知症の人も入居可の点も評価したいです,6
陽画駅から歩こうと思えば歩ける距離ですがバスで行くのが一般的でしょう,5
バス停はすぐ近くにあるので通うにも不便は無いと思います,5
近くに小学校があるため子供たちの元気な姿がよく見かけるのは良い事だと思います,5

ホームは閑静な住宅街にあり、静かで緑豊かなところです,0
外観は優しいカラーの高級マンションのような感じで、とても清潔感のある建物です,0
新しい建物で、毎日定期的にお掃除の方がお世話をしてくれているので隅々まで手入れがゆき届いています,0
ロビーや廊下は窓が大きく柱が少ないので、明るく気持ちの良い場所です,0
車椅子でも動きやすく、生活には便利のようです,0
また、お部屋には家具が付いているので、すぐに入居ができました,0
ベッドは自動なので、足や腰が不自由な方でも簡単に起き上がることができます,0
手すりが付いているのも嬉しいです,0
毎日バリエーション豊かなメニューになっていて、とても豪華です,3
そして、栄養バランスもしっかり考えられているので、健康的に美味しく食べることができます,3
季節に合わせたメニューもあるようで、楽しみの一つだそうです,3

クローゼットやバルコニーなど一般的な装備はもちろんのこと、他の施設と比較しても珍しい玄関ディスプレイや大型のシューズボックスが設置されているので、さながら共用施設を持つ高級マンションという印象がぴったりの施設でした,0
親族が夫婦で入居しているのですが、夫婦用に作られた間取りも非常に広く、ツインルームなど魅力的な設備が整っていてうらやましいほど,0
窓も大きく採られているので室内も暗くなく、とても気持ちの良い環境で過ごす事ができる気配りが成されていた点が印象に残っています,0
スタッフを交えた入所者同士の交流をイベントなどを通じて行う事ができるので、お友達もすぐできるんだそうです,1
各種行事に加えて、入居者に纏わる様々なイベントも不定期で実施されているそうなので、飽きることなく毎日の生活を送ることができるというお話を伺いました,1
設備に対するパフォーマンスや、サービスの内容から見る費用としては決して高いという印象はありませんでした,2
ただ、他の施設の費用と比べると、夫婦一緒に入居する際の一時金として4000万円の費用が必要な上、毎月の費用の総額が40万円強の金額となっているので、決して安いという価格設定ではありません,2
なので、人を選ぶ施設といったほうが良いかもしれませんが、価格以上のサービスを受けられるという点を考えると、終の棲家としては非常にオススメだと思いました,2
一流の調理スタッフが常駐して料理を提供しているそうなので、見学だけさせて戴きましたが、思わずレストランのお料理が出てきたのかな？と勘違いしてしまいそうなほど、豪華で見栄えも良く、非常に美味しそうなお食事でした,3
実際に入居されている親族にも伺ったところ、普通のレストランよりも美味しいそうなので、料理が楽しみという方にとっても飽きないサービス内容だと思います,3
自然との調和が図られているほか、施設内部も非常に明るくて開放感があり、一時入居ではなく長期間にわたって入居しても、決して不満点が残らないほど満足出来る雰囲気が整えられていました,4
スタッフの方の数も多く、一人一人の方の対応もとても丁寧で好感が持てます,4
24時間体制の介護だけでなく看護も24時間常駐されているので、非常に安心感があります,6
すぐそばに提携先の医療機関があるほか、定期的に施設内で健診なども受ける事ができるそうなので、医療体制も抜群です,6
また、嬉しい点が一つあって、認知症の方でも普通に入居できる点,6
スタッフの常駐数が多いこちらの施設ならではの魅力ではないでしょうか,6
東急線用賀駅や桜新町駅から徒歩でもたどり着ける距離にありました,5
マイカーで面会に訪れましたが、駐車スペースも確保されているので安心,5
すぐそばに首都高とそのICがあるので、遠方からでもたどり着きやすいかと,5
また、公園設備など住環境も整っていて、住宅地内にある施設なので商業施設も満足出来るだけ確保されています,5
集合住宅ですが、老人ホームではなく介護サービスつきのマンションという印象が強い施設なので、生活の自由度も比較的高くて窮屈感がないそうです,7

広くて清潔感漂うロビーでした,0
建物自体もお洒落だと思います,0
一番良かったのは窓が大きくて、気持ちの良い太陽光が降り注いでいたことです,0
施設のスタッフの方が一生懸命考えてマンネリ化しないようにイベントを行っているそうです,1
入居している方にとってかなりの楽しみとなっているようでした,1
具体的な価格を聞いたわけではありませんが、平均的な施設よりは高いそうです,2
でも施設を見る限り、かなり充実した施設なので平均より高くても納得できます,2
和食、洋食から自分の好みに合った食事を選択できるとこが良いと思いました,3
栄養の管理もしっかりされているようです,3
訪問者に対しての応対がとても良かったのが印象的でした,4
入居者に対しても、すごく優しそうな笑顔で接していたので好感が持てました,4
看護師２４時間在中ということでかなり安心できるようです,6
スタッフの方もたくさんいらっしゃるので、一人一人に目が届きやすいと思いました,6
世田谷なので環境が良いと思いました,5

ここの共有スペースは、とても広さを感じました,0
