11	72	The voice command system is a marvel and requires little more than a quick read through the manual
11	73	Like other buyers, I would have expected leather at this price
11	74	That is the one area where MB falls short.
12	75	Buyer Beware of transmission problems
12	76	"The transmission ""slipped"" on my brand new 2009 Saturn Aura at 347 miles"
12	77	I had to have it towed twice
12	78	The dealership returned it to me and assured me there was nothing wrong, despite the fact that I pulled out in front of traffic and could not accelerate
12	79	"I was told to ""...pull off to the side of the road, shut off the engine, then restart the car to 'reset' it."" After this occurred the third time, I did as instructed, then drove it to the dealership, and left it there"
12	80	I insisted it was dangerous, and I was now following the GA Lemon Law
12	81	They replaced the transmission at approximately 700 miles
12	82	I would rate my experience with Saturn a big 0.
13	83	Update from 12-08,purchased new 9- 08.G8 continues to perform flawlessly,was able to do a home oil & filter change(simple no problem d riving on ramps).19 in tires were wearing more on out side of tires
13	84	had a 4 wheel allignment done underwarranty, hope that works, tires are pricey.Gas mileage has remained pretty constant averaging about 20 mpg in my mixed driving
13	85	Like some other reviews I really hope GM finds a way to save this car(Ihave faith in bob lutz)we have seriously considered a second g8., but at 67 I doubt it.
14	86	This car has been nothing but a headache since a month after we purchased it
14	87	It had an axel seal to bust causing oil to leak on the exhaust, the transmission is always shifting gears, sometimes it wont shift down when going up hills, then when it does shift down it wont shift back up, it down shifts to low gear while in cruise control going 70 mph on the interstate & almost got us hit,Chrysler says that's the way the car is designed to work, power steering whins all the time, Chrysler says that is normal also
14	88	Any problem that this car has Chrysler says it is normal so it doesn't do any good to call them with your problems
14	89	All i can say is LEMON, this car should have been YELLOW.
15	90	Was going to get a Yaris sedan
15	91	My wife just got one and I really liked it, but there nowhere to be found
15	92	Glad I tried this baby
15	93	I traded in My 2001 Mustang that was in great shape, but the winters are getting tough for me to drive and also gas prices so it was a tough thing
15	94	But it took me 2 days of driving this car and I love it, not quite the pickup the mustang had but who cares
15	95	The steering that people are complaining about is touchy but you do get used to it, no biggie to me
15	96	I love the look both inside and out (Black pearl)
15	97	MPG avg is 41 mostly highway but a little mix
16	98	I thought Honda was supposed to be one of the best..
16	99	well what happened? Do they not check out everything before they sell them? 1st time I turned on the A/C I got a horrible smell - then fog (not condensation) of course the service dept didn't believe me when I called, but oh wow, now they do because it is sitting in their shop
16	100	They have no idea what's wrong
17	101	I just purchased the 2.4 2009 vibe with manual trans
17	102	I offered $200 less than the TMV and they accepted my first offer to my surprise
17	103	Great car and if you want to buy one, offer a ridiculously low amount to start with
17	104	They are practically giving these away with all the incentives
17	105	I wanted the 1.8L, but couldn't find one
17	106	The 2.4 is more than enough power, but I still get over 30 MPG with 50/50 driving, so I'm very happy
17	107	Manual is fun to drive and very comfortable
17	108	Cargo space is great, as I can fit my bike in the back without taking any wheels off
17	109	Sound system is great
17	110	I switched from a huge suburban to this and I don't regret it
17	111	Cash for clunkers program is a great deal.
18	112	Got the LS (w/auto) under cash for clunkers
18	113	Outstanding car, especially at the price paid
18	114	Ride, handling, features all excellent
18	115	Lot's of fun to drive, and nearly as versatile as a minivan
18	116	Seems to be very well built
18	117	Base model plus auto and roof rack has everything I need
18	118	I drive in heavy stop and go traffic daily, but have improved my gas mileage by more than a third
18	119	My only complaint- the basic stereo! Has all the features you might want, but sounds like a 1960's pocket transistor radio
18	120	Spring for the upgrade if you can
19	121	I have 2009 that has been in the shop three times under 6000 miles,once for a failure of the tire pressure sensor, twice for IMA battery failures
19	122	The car is currently experiencing the same type of behavior as before the last IMA failures
19	123	Honda states they are having battery problems
19	124	In addition, Honda customer service states the MPG is actually normal for winter driving for Missouri
19	125	Dealer failed to inform us of this when we purchased vehicle
19	126	I find this to be an unethical deceptive practice by Honda
19	127	Car is not the quality we expected from Honda.
20	128	Love the car, hate the wind noise on both the passenger side- whistle and the driver side continual
20	129	Also problems with the windshield wipers
20	130	Have had it to Dealership to resolve the wind noise problem(s) and is still not resolved to my satisfaction
20	131	We like the car I don't like the excessive wind noise
20	132	If I has noticed this in my test drive would not have purchased this vehicle- unfortunate because other than that it seems to be a great car.
21	133	Bought a 2005 AWD Limited and turned 100,000 miles on it
21	134	New car deals are so good now that we traded it in for the 2009, and the new version is so much better! Better looking, smoother driving, and the perks are all very cool
21	135	"Have a hard time understanding how Edmunds calls this SUV ""adequate"" but owners have rated it much closer to the truth"
21	136	Went to FWD and 4 cyl this time and getting 27 mpg on the road
21	137	We have a 6 year old black lab so we get the dark interior and we love the way the rear seats fold flush to the back of the front seats - Max loves to lay with his head on the headrest between us so many other fold-down rear seats just didn't work for us
21	138	The best little SUV made! 
22	139	This is my 3rd maxima and the best
22	140	My first one was a 95 and loved it, second one was a 2000, disappointing
22	141	I walked away from maxima since lost its personality
22	142	After driving other nissans like, 350Z, murano and altima coupe now I'm back to maxima again and could not be happier
22	143	I love everything about this car...well just about everything, accept I wish it was rear wheel drive just like the infiniti G37
22	144	Maybe we'll get there in a few years
23	145	Just got the 2009 Acura TL/AWD/Tech today
23	146	Wow, what a great car this is
23	147	The handling was superb and the drive is fun and comfortable
23	148	I love the Technology Package and especially the voice recognition system
24	149	I test drove 7 autos in this category and nothing came close to the comfort or the ride quality or the PRICE
24	150	We have the Limited V6 with everything but GPS
24	151	I kept reading reviews that the handling was all that great, our other car is a Avalon and I fail to see the difference
24	152	I researched this car for three years while comparing it to others and price/feature wise nothing comes close
24	153	Large trunk and well shaped with fold down rear seats, some have a pass thru.
25	154	1800 miles so far
25	155	Fun to drive
25	156	Feels like a sports car
25	157	Great for utility
25	158	Only slightly smaller in back than my 4runner
25	159	2.4L engine is great but reduces mpg
25	160	I get 30 highway
25	161	35 would be more to my liking
25	162	It's worth it to me so far though
25	163	5-speed manual is fun but needs one more gear on the high end
25	164	A 6th speed (extra overdrive) is what it really needs
25	165	That would gain a few mpg and reduce revs on highway
25	166	This engine could handle it
25	167	Gas pedal seems to be on wrong angle for me (6' and slim)
25	168	Right foot hurts if I drive highway too long
25	169	Always get a nice greeting when people see it, esp younger
25	170	It is a slick looking car
25	171	Clutch was jumpy for first 1000 miles, ok now.
26	172	My F150 has 16,500 miles now
26	173	I can't say enough good words for it
26	174	I just want to say: everyone must have this truck! This truck has a 18-19 combined MPG so far
26	175	It can do everything what a sedan or SUV does
26	176	It seats 6 people
26	177	more room
26	178	more comfortable
26	179	It can do many things a sedan, SUV, mini-van can't do
26	180	You understand what I meant
26	181	I go hunting, fishing
26	182	I help people move their heavy, large stuff
26	183	I buy stuff for my house and garden
26	184	etc
26	185	Everyone must buy a F150
26	186	Only F150!
27	187	I just recently traded my 2002 T&C for a new '09 Touring edition
27	188	I first test drove a used Mercedes E-class because we already own a Mercedes SUV which my husband loves and of course was pleased with the ride but when I asked the question whether our six member family was ready to have my husband's SUV be the largest vehicle in our household, answer came back a resounding NO
27	189	Because have had such great experience with two previous T&C's (trade-in had 130,000+ miles) decided to check out new T&C and dealer incentives
27	190	By the time all the incentives were added (including $3,500 for trade-in) my $37,000 minivan went down to $28,000 and well...the rest is history in the making!
28	191	After my research & comparison on Toyota Yaris & Honda fit, I decided to get Yaris because it wins in most category & fit my needs for daily use
28	192	For two fill-ups, I got 41 MPG ( 40% city/ 60% highway) by driving it gently
28	193	It's amazing & almost as good as a Prius
28	194	The finish is excellent & the dashboard & charcoal fabric are nicer than others
28	195	The ride is smooth & relatively quiet
28	196	It accommodates 4 adults comfortably
28	197	The power & acceleration is outstanding for this small 1.5L engine
28	198	There is nothing to dislike.The only thing I don't like is that the power door lock/keyless entry is not standard
29	199	I just got my Murano a few days ago, the car is extremely great!! Modern looks, luxury interior, great mileage for an SUV
29	200	I compared the Infiniti EX35, FX45, Lexus RX350 and Murano, after all my research, test drives, etc
29	201	I ended up getting the Nissan Murano, sporty look, great tech features, great mileage
29	202	So far totally in love with the car
29	203	Thanks.
30	204	After our third came around it was time to move up in terms of size with our vehicles
30	205	This is our second Honda product so no real surprises in build/material quality, which as been good so far
30	206	The van has been very functional and the power doors are great
30	207	The space within the van is excellent, as is the driving characteristics of the vehicle
30	208	Gas mileage is been in the middle 20's so far, but I will expect less during the winter
30	209	The children love the van and taking long trips has been a much more pleasant experience for the whole family.
31	210	Just picked up the ML for my wife
31	211	We looked at the X5, Q7 and the MDX
31	212	The ML interior is great compared to the others
31	213	The ride is fantastic! I believe that whatever issues this car had previously-they have corrected
31	214	My wife is in heaven
31	215	She loves the seats and says they are the most comfortable she has ever had
31	216	The ride is very quiet and the handling is smooth
31	217	We are very happy with our choice.
32	218	The car rides great, pretty stiff suspension that handles bumps very well, and its very responsive and tight
32	219	It was mainly Sync that got my attention when it came to finding a new car
32	220	I do come from a family that has owned quite a lot of fords, because they made pretty decent cars
32	221	Take the build quality up a bit, and you get a new Ford
32	222	The car feels like its built very well
32	223	With only a 140hp engine, it does struggle to get up most hills
32	224	paired up with the 4 speed auto and no torque, driving on hilly roads isn't pleasant
32	225	I've only put 2500 miles on my car so far, but it seems to be pretty great.
33	226	I carefully considered the Honda and Toyota Hybrids
33	227	Personally the style of the available brands next to the Altima was no comparison, with the Altime clearly the winner in style, speed, great gas mileage, price, space and features
33	228	Altima appearance to me is far superior inside and out
33	229	I moved from a Camry due to a total loss accident to the Altima Hybrid for all of the reasons I just mentioned and the superior crash ratings the Altima has
33	230	Drive everything else first, then get into an Altima
33	231	If you like features, speed, a comparable price and style that turns heads everywhere you go, the Altima Hybrid is the clear winner
33	232	"The tax credit and being ""green"" is a winner in any city."
34	233	I love my Rogue so much
34	234	I waited for a year until my lease was up to get this vehicle
34	235	It is my first SUV and I could not be happier
34	236	I got all the features that I wanted from the Wicked Black paint to the Leather seats and AWD
34	237	It makes me happy every time I get into it and take off down the road.
35	238	As an owner of a 1998 Nissan Maxima, I eagerly awaited the release of the re-designed 2009 Maxima
35	239	I purchased the SV with Premium & Technology packages
35	240	"The car handles very well and rides comfortably in spite of the 18"" tires"
35	241	The interior is inviting but has a mix of quality and inferior looking items
35	242	The plastic wood trim is somewhat of an eyesore and seems to detract from the numerous plush features
35	243	However, all of the other interior details make up for this shortcoming
35	244	The engine is very responsive and the CVT is seamless
35	245	You can't even feel the car shift!
36	246	At first glance it looks like a lot for the money but on closer inspection the interior is cheaply constructed, you cannot transfer the phone book from your cell phone and the seats have no real lateral support
36	247	But all of this pales in the face of the terrible suspension
36	248	The ride is rough and jittery with a tendency towards porpoising on almost all surfaces, even those that appear to be smooth and or recently paved
36	249	I would test drive the heck out of a potential purchase and if you experience the slightest bit of what I have described, pass on it and look at something else
36	250	No other car that I have driven in recent years, of any price point, has these awful ride characteristics
37	251	This is a stylish comfortable Camry wagon
37	252	No pretenses of a rear seat (hello cramped RAV4 third row) and no pretending to be an SUV or crossover or whatever you try to call it other than a station wagon
37	253	Yeah they try to call this a crossover too, but we all really know it is a Camry wagon
37	254	The lines are classy, the interior is well designed and uses quality materials, and the totally predictable handling and bulletproof reliability are great for those who don't like any surprises
37	255	Venza gets you from point A to point B with comfort, good-looks and a minimum of fuss or effort.
38	256	I previously owned a 2003 Mercury Sable
38	257	Traded it in for the 2009 Focus because the Sable had too many miles and I wanted something that got better gas mileage
38	258	I am impressed
38	259	It has more get-up-and-go than the Sable, rides every bit as well (actually quieter) and has every bit as much trunk space
38	260	Not to mention that it is more fun to drive
38	261	The Sync system is nice to have, it is good to have that connectivity in a car
38	262	Ford was forward thinking in putting this on their cars
38	263	All in all, I do not regret the trade at all
38	264	To begin with I was worried that the Focus might seem a lot smaller than the Sable
38	265	We didn't loose much.
39	266	Bought truck October 06 2009 notice ripples around fender walls.Took back to dealership
39	267	Would not do anything said it was GM'S fault called them up and they would not do anything also.Just want to let you chevy truck guys or gals know to check out around fender walls for ripples before you buy.
40	268	My review is just that, mine
40	269	I have owned several cars in my life from Mercedes to Chevy
40	270	I am unhappy with this Honda product
40	271	My wife's 1992 Accord was a better car
40	272	Period.
41	273	I love this car, and it has been great
41	274	At 1200 miles it feels like a dream to drive..
41	275	no issues
41	276	I get plenty of compliments and makes me feel happy to drive it
41	277	The engine has good giddy up in the low-speed range
41	278	Once you're higher up, engine feels like it struggles to move up, nevertheless it's fast enough for me unless you're looking for a speeding ticket.
42	279	Most people won't care about this, but there is a design flaw in the Flex
42	280	I ordered one and felt the vehicle was ideal for me in most ways
42	281	I'm very tall and the headroom and legroom are exceptional
42	282	"Which is great, except for the fact that a tall person (I'm 6'7"") cannot comfortably drive this vehicle! Because it lacks a telescoping steering column, even my long arms are at full extension with no bend at the elbows"
42	283	This became uncomfortable even during a short drive; during a long trip it would be unbearable.
43	284	Style is obviously good
43	285	But the interior (radio and environmental) is not that impressive
43	286	The fan comes on full speed with a twist of the temp control and other buttons/knobs..
43	287	I find it pretty annoying
43	288	The leather seems pretty cheesy
43	289	If you put something lightly heavy on the seats it show an indentation forever
43	290	I have the std
43	291	Speaker system installed
43	292	The sound quality is not horrible, but its pretty bad
43	293	The speedo is also off by one mph
43	294	At night the interior lights do night dime enough
43	295	It gets pretty bright once your eyes adjust to dark.
44	296	We did a lot of research on the Venza before buying it
44	297	The Pros far out weigh the Cons
44	298	We have owned a Ford Edge, which drives like a truck
44	299	The Venza drives like a luxury car
44	300	We drove both the 4 cyl and the 6 cyl Venza
44	301	The 6 cyl has better performance and had a better response time
44	302	The engine on the 6 cy is a lot quieter than the 4 cyl
44	303	We ordered our Aloe Green model with leather and without the Nav
44	304	Our Garman does the trick, we can take it with us when leave the car, and we can update the GPS on our computer.
45	305	We traded in our 04 Chrysler Town and Country that had 170,000 (my husband drives a lot for work)for the CR V
45	306	What a great and fun to drive truck it is! Our other car is a Volvo XC90, and while I enjoy driving it, the CR V is so easy to maneuver and park that I have virtually kidnapped th CR V from my husband
45	307	It really is a great value compact SUV for the money, not to mention the Honda reliability
45	308	This is our 3rd Honda and we couldn't be more pleased.
46	309	Buying a 2009 Accord has been the worst purchase I've made in the last 20 years
46	310	Several days after bringing the car home, I started hearing a loud wind noise through the drivers side door when you drove at freeway speeds
46	311	After 5 trips to the dealership and having it be in the shop for 2 weeks, I was essentially told, I'd just have to deal with the noise
46	312	Wonderful! Then at 2000 miles the brakes have started to make a grinding noise, oh and I've noticed a vibrating sound coming from the dash (which I hit with my hand to stop), not to mention the loud clicking the CD player makes
46	313	Essentially this car is a mess, save yourself some money and go buy a Geo Metro.
47	314	This is a great car
47	315	It exhibits the critical balance between performance, style and comfort, while maintaining a true sports car feel
47	316	This car invites you to drive it - it is so much at home on a winding road with the top down - it delivers just what the car was designed to do - a oneness with the road and a fun factor that is off scale
47	317	The 6 speed transmission is a joy, the audio system sounds great, the top up / down operation is effortless and the car has great visual appeal
47	318	Test drive one - you will love it!
48	319	I'm 48
48	320	After many years of sports cars and pick-ups, including my last Chevy S-10,which literally fell apart at 70,000 miles, I bought a new Sonata
48	321	I am a family man, with daughters 11 and 8
48	322	My wife drives a van
48	323	So, I decided to be practical -- buy a family sedan with good ratings and few frills
48	324	It came down to a Sonata or Honda Accord
48	325	I liked the Sonata better after test drives (the base Accord had a weird dash with giant radio call numbers) -- and it was $3,600 less
48	326	So far I like it, though there may be a 'thump' underneath
48	327	I liked the S-10 new too for a while, but quickly problems arose and I was profoundly disappointed overall
48	328	No more union- made cars for me.
49	329	After owning BMW's and Mercedes (2 lemons in a row), this is my 1st Audi
49	330	It is awesome! Very comfortable, wonderful variable steering, great electronics
49	331	"I am impressed by the 4 cylinder turbo; quick acceleration, especially when down shift to the ""S"" mode (passed 5 cars on 2 lane country road-WOW!)"
49	332	We take it on the Interstate every weekend while our BMW 330 sits in the garage
49	333	Gas mileage is 24 around town and 27-30 on highway, depending on how I drive
49	334	The 2009 A-4 surpasses my expectations
50	335	My wife and I enjoy driving this car
50	336	It is comfortable, has good power and good looks
50	337	We hve been totally satisfied
50	338	Compared to an import it was much less expensive
50	339	We think the AMERICAN CARS GET A BAD RAP FROM REVIEWERS.
51	340	 With just over 2200 miles, I'm noticing the MPG going up.
51	341	average has gone from 31 to 35
51	342	Acceleration is a real kick, and with the windows now tinted black, this little white coupe looks even sharper
51	343	A/C works like a champ, and cools the car in about a minute with fan speed initially set at 3
51	344	From there it drops to 1, or it's too cold.
51	345	and we're talking So
51	346	Ariz
51	347	The engine runs cool.
51	348	about 195 in the heat of the day
51	349	The ride is great, and was complimented by a friend who drives a Volvo
51	350	I love this car, and as an old motor head, I rate it right at the top with some of my past hot rods and trucks, even my Sentra
51	351	Killer mileage, and it doesn't get hot
51	352	What a relief
52	353	Do not buy the PAX model
52	354	The tires only last 25,000 miles, if that, and they cost $1,500 for a set of four
52	355	This means, that by the time you hit 50,000 miles (when most tires wear out), you will have spent $4,500 on tires
52	356	If you get a flat, Honda recommends you buy 2 new tires because the tires are not repairable
52	357	Nice going Honda...
53	358	This is the best car we have owned
53	359	Drives great, looks great
53	360	Gave it to my wife as a birthday present
53	361	She loves the blue color and the numerous features the car has
53	362	We have taken it on two trips and it has done great
53	363	People stare at it when we stop at lights and restaurants
53	364	VW has done a great job on this one
53	365	This is our third VW
53	366	Happy Driving!!
54	367	Test drove the Challenger and had to own it
54	368	It's a head turner for sure
54	369	The Hemi-Orange is a real standout and gets attention
54	370	Acceleration is impressive be it gradual on surface streets after upshift, or stomping it on the freeway entrance
54	371	Slower than the old 426, but does get up and run
54	372	Excellent handling a joy to drive
54	373	Moderate pavement noise
54	374	Hope it doesn't get worse
54	375	This not a young persons car
54	376	First time in my life a vette picked a fight, they NEVER do that
54	377	I didn't even try, I knew better, and street racing is bad news period
54	378	This car is all about the look, feel, and pride of owning one
54	379	Glad Chrysler brought it back
54	380	Now if they would just retro the Charger....
55	381	I loved my old Legacy way (97)
55	382	The new 09 Forester is a perfect size for my small family
55	383	Excellent Visibily, handly, performance, brakes, suspension that dampens road bump, quite cabin with well insultated dooe frames, Versatility (family car on pavement, country car on dirt roads nice clearance
55	384	Simple yet functional ergonomics, good power on base.
56	385	My XM radio is not receiving a signal, the malibu is in the shop for three days to fix - I have 1200 miles on the car, not happy
56	386	The lastest is they may have to replace radio - more time in the shop
56	387	The four cylinder, six speed automatic transmission is great
56	388	I like the car - even with the radio issue
56	389	Hard to believe but I would strongly recommend this Chevy to all
56	390	I test drove many cars - this car is as good, I believe better than: Honda, Nissan, Toyota, Mazda and etc
56	391	I wanted to buy American and thought I might have to accept less - the Malibu is a great car - really
56	392	The gas mileage is excellent for the car's size and weight
56	393	All will like the mpg - very quiet
56	394	GM lives!
57	395	I was debating between the 2008 Lexus ES350 and this Acura
57	396	I am so happy that I have made the perfect choice to bring it home
57	397	I love it
57	398	The driving is very smooth and powerful
57	399	I am driving a lot everyday, the MPG is around 28 on freeway
57	400	The seats are very comfortable
57	401	I love the design inside out
57	402	I did not purchase the tech
57	403	package, but came with the car are the bluetooth, iphone connection features
58	404	I traded my 2006 Accord Sedan, for the 2009 Accord Coupe
58	405	I'm really happy with my trade
58	406	The body style is sleek and sharp
58	407	Although the EX has 190 HP, I think it drives fast and smooth
58	408	I'm having lots of fun driving this baby around
58	409	Although there's lots more buttons on the console, I found it easy to navigate
58	410	A lot of people complain about the road noise, but I have no problem with it, and I ain't going deaf.
59	411	I recently switched from an 05 F150 King Ranch to the 09 Ram 1500 Laramie and haven't looked back
59	412	Dodge has hit a home run with this truck
59	413	I get remarks from people daily saying how nice a truck it is
59	414	The styling, comfort and performance are all impressive
59	415	The rear seat entertainment system is really cool too
59	416	My kid can enjoy the cartoon network 24/7 now
59	417	"The only nitpick I have is the plastic chrome covers over the 20"" aluminum spoked wheels"
59	418	Shame on you Dodge.
60	419	It's an otherwise GREAT car but have had a dead battery 2-times!!! Serviced at Steinle GM in Fremont, OH but they can't fix it either because they dont care or dont know how
60	420	It has run down protection so the battery should never go dead
60	421	"They just say ""there's nothing we can do""."
61	422	we went to the dealership just to rule out the Challenger, because we had every intention of getting the Camaro but I was very impressed and when I did finally see the Camaro, there was no doubt in our minds that the Challenger was it
61	423	This car rocks, orange w/black stripes,20inch wheels,manual,sunroof,leather seat,the looks everytime we go out, honks,stares,waves,thumbs up from people I have never met
61	424	My wife drove it home while I was at work, when I started it for the first time in my garage, I giggled like a little school girl when I heard the sound of the exhaust
61	425	We first tried to order a V6 and the deal fell through, I'm so thankful it did, the 5.7 V8 Hemi is awesome.
62	426	Great family ride
62	427	Have 2 kids who play a lot of sports, and taking them and their friend to games has been a breeze
62	428	Have had 8 people in the Pilot including 6 10 year old boys and everyone fits with plenty of room
62	429	Even when I have fewer kids, the kids will elect to sit in the third row
62	430	Just goes to show you how much space it has.
63	431	Replaced a horrible GMC Safari with the Honda Pilot
63	432	Should have done it sooner
63	433	Took pilot on a 500 mile trip to Myrtle Beach and got 22+ MPG during break in
63	434	Fit, finish, reliability on ours has been perfect (1500 miles so far)
63	435	Rides quiet and smooth--sometimes I think it has shut off sitting at a light
63	436	Mileage is as advertised, although the mileage readout feature on dash can teach you to be light-footed and bump the mileage up some (AWD gets close to 16 in stop and go commute and close to 23 mpg on I-95 with its occasional slowdowns)
63	437	Turning radius makes it easy to handle
63	438	Seating comfort and room is 100% better in 2009 than 2008.
64	439	The new Ram is an exciting new vehicle in the Dodge lineup
64	440	The design is aggressive the interior is beautiful the motor is solid and it's incredibly quiet on the highway
64	441	The rear 4 link suspension makes this truck ride so smooth it feels like a luxury vehicle
64	442	The wrap around console keeps everything within reach and everything is where you expect it to be
64	443	The nighttime display is very nice
64	444	Hands down I drove an F-150 and a Silverado and this was the smoothest and best looking truck of them all
64	445	Also the price was the cheapest of all of them! You can't go wrong with the new 2009 Ram
65	446	We purchased a 2009 Toyota Corolla LE May 31, 2008
65	447	At about 2000 miles the VSC Light came on flashing
65	448	Took it back to dealer and they could not find anything wrong
65	449	The light came back on and it started to spit and sputter and die for no reason around 3000 miles
65	450	Took it back to dealer and they replaced the Mass Air Flow Sensor and cleared the codes again
65	451	Was driving it again and slowed down to turn a corner and it died for no reason
65	452	It currently has 4500 miles on it and the dealer has had it for a week
65	453	They called and said they are ordering a new wiring harness which is supposed to fix the problem
65	454	I'm now wondering what will be next.
66	455	When we first got the Lancer in mild weather it was fantastic - we felt like we were driving a luxury car! We first noticed an issue with the radio/speakers a few months ago
66	456	The radio didn't actually start to make noise until the dial was at 15
66	457	Last week, anytime anything other than talk radio the speakers are now crackling
66	458	Since winter started the rear door windows are taking FOREVER to defrost (over an hour) and interior parts are rattling (locks on the doors, back window, silver stripe on the passenger door)
66	459	We called the dealership and they told us there was nothing they could do about the rattling or the defrost issues as when it gets cold that's what happens
66	460	Nice response! 
67	461	Absolutely love this car! Like most, I thought luxury came in the form a German automobile
67	462	This car changes all notions
67	463	Never considered a car from GM before, however, I am absolutely thrilled with this purchase.
68	464	This is one of the most fun cars to drive
68	465	It's fast, like 140mph on a two lane parkway fast, yet it rides like a luxury car.
69	466	This is my first car in 10 years
69	467	I drove a Grand Cherokee Lorado
69	468	Since I drive 90 plus miles round trip to work a day, my husband and I decided with gas pricing soaring we need a vehicle with better gas mileage, but for a low price with high performance and the Hyundai Sonata meets all our needs
69	469	I had my mind made on Powder White Pearl with Coco(charcoal gray) interior and a 4 cyl
69	470	however this was a color combination that was next to impossible to find
