338,2253,Checked out the Mazda6 with the 4 cylinder and thought it was a nicely appointed car but the power was not what I expected,,,,,1,,,,
338,2255,"Wow what a difference, I was sold as soon as I hit the acceleration",,,,,1,,,,
338,2257,(Also own a 2007 CX7) I had an 07 IS250 and this car is almost identical in looks and features in my opinion.,,,,,,,,,1
340,2260,Got a Sterling Blue V6 w/ Tech/Prem pkgs a month ago,,,,,,,,,1
340,2261,I've been enjoying the car very much,,,,,,,,1,
340,2262,"It's fun to come out of stores and have guys standing around the car and saying ""that's a Hyundai?""",,,,,,,,1,
340,2263,"I got the ""wings badge"" for the trunk lid, just to keep them guessing",,1,,,,,,,
340,2264,"The car is a dream to drive, and very well designed inside",,1,,,,,,,
340,2265,"I wish I had more miles on the lease, as I would love to just drive, drive, drive",1,,,,,,,,
340,2266,"I expect that when this market recovers, this will be THE car to own.",,,,,,,,,1
341,2271,It's my favorite car I've ever owned,,,,,,,,,1
341,2272,The engine reminds me of a sewing machine,,,,,,,1,,
341,2273,It it so smooth and never runs out of power,,,,,1,,,,
341,2274,The turbo is great,,,,,1,,,,
341,2275,"I test drove a 328, which was nice, but it had no get up and go",,,,,1,,,,
341,2276,"With 22000 miles on it, my 335 still feels solid as a rock",,,,,1,,,,
341,2278,"The backseat is way better than the Infiniti (an adult can actually sit upright), but it's still a pain to get in and out",,,,,,1,,,
342,2280,"I went from 15 MPG to 38.6 MPG I drove from the DC area to Johnstown, PA over the weekend",1,,,,,,,,
342,2281,The trip is about 220 miles one way going up and down mountains and cruising up there at the speed limit +5 on cruise control I got 38.6 MPG,,,,,1,,,,
342,2283,The nav system is OK,,,,,1,,1,,
342,2284,"Most of what it tells you is on road signs: ""exit 38 is 1/2 mile on the left"" sort of thing",,,,,,,,,1
343,2288,"This crossover is so quiet, it is riding in your living room",,,,,,1,,,
344,2292,It is tremendously smooth and it has a ton of power,,,,,1,,,,
344,2293,It certainly ranks up there with all the other luxury SUVs out there without being priced as high,,,,,,1,,,
344,2294,The interior is roomy and comfy while the exterior is just flat out hot,,1,,,,,,,
344,2295,Love the fact that it has a back up camera without actually purchasing the navigation,,,,,,,,,1
344,2296,Push button start is nice but I don't like the fact that I can't listen to my music after it is off,,,,,,,,1,
344,2297,The traditional turn key allowed me listen to my music even with the car off as I can turn the key about three forth of the way,,,,,,,,1,
344,2298,Also wished the aux input was not located behind the center console,,,,,,,1,,
344,2299,Can't comment on the fuel economy as my Murano still needs to break in.,1,,,,,,,,
345,2300," Month and 7k miles, I love this car, it is my favorite",1,,,,,,,,
345,2301,"The car is easy to maneuver, great to park",,,,,1,,,,
345,2302,"I like driving it in manual mode, where I can control the shifting and make it smoother",,,,,1,,,,
345,2303,It is good on auto but I prefer the manual specially since there is no clutch,,,,,1,,,,
345,2304,"The transmission does adapt to your driving style, specially during the break in period.",,,,,1,,1,,
346,2305,This my second Honda Accord and so far I love the car but hate the brakes,,,,,,,1,,
346,2306,After one day and 75 miles the steering wheel developed a very bad shudder when braking! I called the service manager and he said to drive the car at least 1000 miles before I bring it in? I am now at 950 miles with an appointment for next week,,,,,,,1,,
346,2307,The steering wheel shudder is still present on moderate and above braking,,,,,,,1,,
347,2309,"Have owned car for 3 months, very stylish outside",,,1,,,,,,
347,2310,"Have LT1 version, interior seats are very nice though a bit uncomfortable especially for your lower back",,1,,,,,,,
347,2311,"No carpet in the back seats, basically a big floor mat latched down",,,,,,1,,,
347,2312,I get 20.2 MPG,,,,,1,,,,
347,2313,My biggest problem with the car is the location of the oil filter,,,,,,,1,,
347,2314,I have changed oil on dozens of vehicles (new and old) but never had to change the filter from the top of the engine,,,,,,,1,,
347,2315,"There is not enough room to place a filter wrench on the filter, it took 3 hrs for 3 men to unloose the initial high torqued filter by hand",,,,,,1,,,
347,2316,When the filter was loosened it went all over other components located underneath the filter,,,,,,,1,,
347,2317,Otherwise a great car and roomy.,,,,,,1,,,
348,2321,Here's why: Fun to drive factor: there's no question that this car will be putting smiles on our faces for years to come,,,,,,,,1,
348,2322,Our 13 year old son even says it looks cool,,,1,,,,,,
348,2323,"On some back roads in Talledega Forest, this car begged to be driven fast...80+MPH is where this car feels best",,,,,1,,,,
348,2324,"Interior design and room: Only the Accord has more room, but the Mazda6 GT definitely has the best options...bluetooth, blind spot monitoring, top quality interior workmanship for this class, and an awesome audio system",,1,,,,,,1,
349,2325,This has been a wonderful driving experience .The Diesel is very smooth and quiet and the highway milage is regularly over 28 mpg with average usually around 25 including city,,,,,1,1,,,
349,2326,The interior systems are fun and easy,,1,,,,,,1,
349,2327,The lift gate is great and at the right height to the ground and the space is more than ample.,,,,,,1,,,
350,2328,Very nice! Drives great! Definitely turns heads,,,,,1,,,,
350,2329,My opinion the black is the best looking of them all,,,1,,,,,,
351,2331,I added sunroof and leather seats,,,1,,,,,,
351,2332,Nice looking inside and out,,1,1,,,,,,
351,2333,Comfortable to drive,,,,,,1,,,
351,2334,Power from the 2.4L 4 cylinder engine is fine for everyday driving and results in the following gas mileage,,,,,1,,,,
351,2335,"24~26mpg around town, 32~38mpg at 55mph, 29~30mpg at 70mph",,,,,1,,,,
351,2336,"Even though this is a gas sipping green car, I like the agressive styling including 17"" chrome alloy rims",,,1,,,,,,
351,2337,"I have someone ask about it just about everytime I stop for gas, especially from owners of big SUVs.",,,,,,,1,,
352,2339,I replaced a Hemi Durango so I was hoping for better fuel milage,1,,,,,,,,
352,2340,So far this thing rocks,,,,,,,,1,
352,2341,"plenty of power with great manners, and lots of room for a 6'3 guy",,,,,1,,,,
352,2342,Brakes are a little weak for such a light car,,,,,,,1,,
353,2344,Ride and comfort are excellent,,,,,,1,,,
353,2346,"The Tech package is outstanding, we love it",,,,,1,,,,
353,2347,The ride improvement is excellent,,,,,,1,,,
353,2348,"Drove the 4-wheel version, yes it has more HP and is faster but you give up the smooth ride for the firmer sport ride",,,,,,1,,,
353,2350,The seats are better than Lexus,,,,,,1,,,
353,2351,The rear leg room is much better than the 06,,,,,,1,,,
353,2352,I do miss the blue dash lights that was in the 06 TL,,,1,,,,,,
353,2353,"It's a buyers market, got a great deal",,,,,,,,,1
353,2354,"Like the new lines, but the front end needs to grow on you.",,,,,,,,,1
354,2356,"Moved to the top of a very steep ""second gear up"" hill 2 years ago and wanted AWD",,,,,1,,,,
354,2357,Have had the Forester for 2 months and the quality seems to be quite good,,,,,1,,,,
354,2358,"Snow season passed prior to purchase, but have driven my sister's 2007 Forester in the snow and it was a transcendent experience",,,,,,,1,,
354,2359,Handles well in corners and on highway,,,,,,,1,,
354,2360,Highway MPG is about 28,1,,,,,,,,
354,2361,"Engine isn't a powerhouse during hill-climbing around town, but no complaint here with such good MPG figures.",,,,,1,,,,
355,2362,I bought this car 5 months ago to replace an SUV so was not sure about sitting lower to the road,,,,,,1,,,
355,2364,"The drivers seat raises, giving me some of the height I used to enjoy",,,,,,,,1,
355,2365,"This car is just fun to drive! Pick up is great, handles well",,,,,,,,1,
355,2367,"I have not had a chance to try out the AWD yet, but if my current satisfaction is any measure I know I will not be slowed by any snow!",,,,,,,1,,
356,2369,Vehicle initially worked fine for first month than began to shake violently when going into EV mode,,,,,1,,,,
356,2372,"First said it has ""learned"" my driving habits so it won't drive in EV the second claims EV does not work when the air conditioning is on (doesn't seem to work with it off) 6,000 miles on it and am ready to unload it",,,,,1,,,,
357,2373,I absolutely love my car! This car looks hot(even better with tinted windows),,,,,,,,1,
357,2374,I thought that the R/T offered quite a few options for very little money,,,,,1,,,,
357,2376,"engine won't beat anyone off the line, I do get about 24 mpg",,,,,1,,,,
357,2377,The ride is very smooth and the car is fun to drive,,,,,,,,1,
357,2378,"There is a blind spot to get used to and the chrome around the gear shift can cause a glare, but otherwise I like the chrome look",,,1,,,,,,
357,2379,I enjoy having Sirius radio and I love having the radio controls on the steering wheel (a feature I thought I'd never use!) The interior is extemely roomy and there is a lot of trunk space.,,,,,,1,,,
358,2383,"The mileage is greatly overrated, at least in my view",,,,1,,,,,
358,2384,I have not achieved better than 18-19 MPG,1,,,,,,,,
358,2385,It dos not shift very well and remains in lower gears too long,,,,,1,,,,
358,2386,The ride quality is equally overstated,,,,,1,,,,
358,2387,I feel every bump and pothole,,,,,,1,,,
358,2388,It is a smooth ride only on well maintained roads,,,,,,1,,,
358,2389,Otherwise the ride is very harsh,,,,,,1,,,
358,2390,The build quality is not the greatest,,,,,,,,,1
358,2391,I have noticed rattles and noises even on minor bumps,,,,1,,,,,
359,2393,Perfect car to travel with because of its cargo arrangement options and seating space,,,,,,1,,,
359,2394,The comfort of the passenger seat was of utmost importance to us,,,,,,1,,,
359,2395,"The seat is broad enough, has enough leg room, and recline capabilities so the passenger has positional options during a trip",,,,,,1,,,
359,2396,However it has one defeat-if books or grocery bags are placed on the front passenger seat the seat belt signal sounds,,1,,,,,,,
359,2397,"Wish the passenger could do map tracking to specific hotels, food, etc",,,,,,,,,1
359,2400,Wish the width of the back cargo space immediately behind the back seat was the same as at door area.,,,,,,1,,,
360,2401,"Outstanding engineering, safety, and quality",,,,,1,,,,
360,2405,Fun to drive,,,,,,,,1,
360,2406,Getting 34 mpg at 70 mph,1,,,,,,,,
361,2408,"Its a great little car for the price, I haven't had it very long so I cant say to much but its turning out to be a fun car to drive.",,,,,,,,1,
362,2411,"We also looked at Kia Rondo, but we don't like the look of the car and the fact it doesn't have the sliding door",,,1,,,,,,
362,2412,We got a base model 5 and installed after market navigation system and DVD,,1,,,,,,,
362,2413,After market DVD player looks much nicer and takes a lot less space,,1,,,,,,,
362,2415,And this is the only car my wife actually loves to drive,,,,,,,,1,
363,2420,"Fit and finish are excellent, mileage is amazing (24.5 in the city, 34.5 on the interstate at 80MPH with the air conditioning)",,,,,1,,,,
363,2421,Many more standard features than most other brands and far less expensive,,,,,,,,,1
363,2422,Most comfortable sedan I have ever owned,,,,,,,1,,
363,2424,"After 3800 miles, I've had no problems whatsoever",,,,,,,1,,
364,2426,"In the last year I've experienced a complete engine failure due to spun rod bearing (as have 100's of others US and abroad), driven with an intermittent CEL for 2 months and been to the dealership 4 different times to have the problem resolved, I have multiple issues with the factory ECU tuning including a severe occasional hesitation, and about a dozen other manufacturer defects and dealer workmanship issues including a damaged intercooler, multiple components installed improperly, multiple components not installed at all (missing bolts, etc), and the vehicle now makes a wide array of abnormal noises",,,,,1,,,,
364,2427,"Was fun to drive when it was running properly, but trust me its not worth the hassle!",,,,,,,,1,
365,2428,I just bought my Fit yesterday and the whole family just love it! It is spacious and comfortable,,,,,,,,1,
365,2430,It has a great sounding stereo and the air conditioner will just about freeze you out,,1,,,,,,,
366,2432,"I traded my Mercedes GL450 because we wanted something slightly smaller, but not give up the utility, and luxury-comfort",,,,1,,,,,
366,2434,It has sporty handling but is still luxurious and quiet,,,,1,,,,,
366,2435,Gets 20 MPG which is great in my book,1,,,,,,,,
366,2436,"I'm 6'4"" and 300 lbs and am super comfortable in it, and..",,1,,,,,,,
367,2439,I've driven if for about 600 miles so far and I love it more each day,,,,,,,,1,
367,2440,"It has everything I was looking for and more; good safety features, lots of cargo space, fun to drive, my tall friends say the backseat is much more spacious than expected and very comfortable",,,,1,,,,,
367,2441,I got the vivid blue color and it's awesome,,,1,,,,,,
367,2442,I also love the black interior but it does show anything left behind of the fabric like lint from clothing,,1,,,,,,,
367,2443,"I would suggest the sports package (sunroof, 17 inch alloy wheels, and heated seats)",,1,,,,,,,
367,2444,I'm getting on average around 24-25 MPG (mostly city driving).,1,,,,,,,,
368,2446,This is an Autobahn with 6-speed and shifts like a dream,,,,,1,,,,
368,2447,For some reason the rear hatch washer leaks on the hatch window when open and leaks when the hatch is closed,,,,1,,,,,
368,2449,"Per tech, installed Tiguan check valve and the thing still leaks washer fluid",,,,1,,,,,
369,2451,"Traded in my old 1995 Nissan 4X4 king cab for the 2009 Versa 1.6 L sedan with ABS and AC (cash for clunkers) The Versa is very comfortable, quiet, and very peppy on the road",,,,,,,,,1
369,2452,"Happy to have the AC and the ABS, no radio though",,,,,,,1,,
369,2453,"I got 400 miles on the 13.2 gallon fuel tank, not too shabby and that is with the AC on and in a lot of stop and go traffic",1,,,,,,,,
369,2454,Looked at the Yaris but it was more expensive and not as comfortable or quiet and considerably less roomy,,,,,,1,,,
369,2455,The Honda Fit was also less comfortable and less roomy plus more expensive,,,,,,1,,,
369,2456,The Versa may not be flashy looking but it covers all the bases and then some,,,1,,,,,,
370,2457,"Even though the car had good reviews, I didn't want to drive it because, well, it's a minivan",,,,1,,,,,
370,2458,So glad I saw it in person,,,,,,1,,,
370,2459,"It's so much cuter than a big ol' behemoth ""mini"" van",,,1,,,,,,
370,2461,"I'm hauling kids to college in 2 short years and I wanted something small enough to park and maneuver, but with room for ""stuff."" I knew sliders were great for little kids, but it didn't occur to me until I took my mom to church how nice that access is for an elderly person, too",,,,1,,,,,
370,2462,My in town mileage has been around 24.5 mpg,1,,,,,,,,
370,2463,"The ""auto"" climate control is taking some getting used to.",,,,,1,,,,
371,2467,I am extremely happy with what the Malibu offers and look forward to the many miles we will travel together.,,,,,,,,,1
372,2468,The prius is incredibly economical and the advanced powertrain engineering is very clear,,,,,1,,,,
372,2469,"The interior space is exceptionally good, although at 5'11"" it would be nice if the driver seat could be moved and additional inch rearward",,1,,,,,,,
372,2470,"I have owned SUVs as well as sports cars and sedans, but this is one of the easiest cars I've driven yet",,,,,,,,,1
372,2471,In town this Prius gets 53 MPG and for day to day commuting it handles well,,,,,1,,,,
372,2472,"It is not a car that I enjoy driving fast, since at the limit of handling it is a little unsettled",,,,,,1,,,
372,2473,"The turn radius is fantastic though, and it understeers predictably through tight fast corners",,,,,1,,,,
